# Points,Area
7610,0.998431
7620,0.998235
7630,0.998253
7640,0.998341
7650,0.998217
7660,0.998306
7670,0.998252
7680,0.998341
7690,0.998358
7700,0.998305
7710,0.998393
7720,0.99827
7730,0.998357
7740,0.998515
7750,0.998532
7760,0.998549
7770,0.998636
7780,0.998513
7790,0.99846
7800,0.998408
7810,0.998425
7820,0.998512
7830,0.998321
7840,0.998338
7850,0.998424
7860,0.998372
7870,0.99832
7880,0.998199
7890,0.998285
7900,0.998165
7910,0.998251
7920,0.998062
7930,0.998216
7940,0.998302
7950,0.998387
7960,0.998472
7970,0.998489
7980,0.998437
7990,0.998522
8000,0.998674
8010,0.99869
8020,0.998774
8030,0.998791
8040,0.998942
8050,0.998755
8060,0.998771
8070,0.998788
8080,0.998938
8090,0.998954
8100,0.999037
8110,0.998985
8120,0.998867
8130,0.998817
8140,0.998899
8150,0.998982
8160,0.998997
8170,0.999013
8180,0.998962
8190,0.999044
8200,0.999258
8210,0.999273
8220,0.999354
8230,0.999304
8240,0.999385
8250,0.9994
8260,0.999349
8270,0.999298
8280,0.999313
8290,0.999263
8300,0.999409
8310,0.999423
8320,0.999373
8330,0.999323
8340,0.999403
8350,0.999288
8360,0.999238
8370,0.999123
8380,0.999138
8390,0.999153
8400,0.998974
8410,0.99899
8420,0.998811
8430,0.998891
8440,0.998906
8450,0.998665
8460,0.998809
8470,0.998696
8480,0.998647
8490,0.998727
8500,0.998678
8510,0.998821
8520,0.998709
8530,0.99866
8540,0.998739
8550,0.998755
8560,0.998833
8570,0.998658
8580,0.998674
8590,0.998562
8600,0.998515
8610,0.99853
8620,0.998608
8630,0.998561
8640,0.998639
8650,0.998779
8660,0.99892
8670,0.998809
8680,0.998824
8690,0.998839
8700,0.998792
8710,0.998869
8720,0.998697
8730,0.99865
8740,0.998789
8750,0.998742
8760,0.998695
8770,0.99871
8780,0.998848
8790,0.998925
8800,0.998939
8810,0.998892
8820,0.998907
8830,0.999044
8840,0.998997
8850,0.999012
8860,0.999026
8870,0.998918
8880,0.998994
8890,0.999069
8900,0.999083
8910,0.999097
8920,0.999173
8930,0.999247
8940,0.999261
8950,0.999093
8960,0.999168
8970,0.999122
8980,0.999136
8990,0.99921
9000,0.998983
9010,0.999057
9020,0.999071
9030,0.999206
9040,0.99928
9050,0.999174
9060,0.999247
9070,0.999261
9080,0.999275
9090,0.999408
9100,0.999123
9110,0.999197
9120,0.99927
9130,0.999224
9140,0.999238
9150,0.99937
9160,0.999443
9170,0.999457
9180,0.999293
9190,0.999365
9200,0.999438
9210,0.999392
9220,0.999406
9230,0.999419
9240,0.999491
9250,0.999563
9260,0.999518
9270,0.999472
9280,0.999369
9290,0.999382
9300,0.999395
9310,0.999292
9320,0.999189
9330,0.999261
9340,0.999274
9350,0.999287
9360,0.999243
9370,0.999314
9380,0.999212
9390,0.999225
9400,0.999354
9410,0.999194
9420,0.99915
9430,0.999048
9440,0.999119
9450,0.99919
9460,0.99926
9470,0.999216
9480,0.999172
9490,0.999128
9500,0.999199
9510,0.999269
9520,0.999111
9530,0.999181
9540,0.999081
9550,0.999094
9560,0.999107
9570,0.999121
9580,0.998907
9590,0.998807
9600,0.998991
9610,0.999004
9620,0.999073
9630,0.99903
9640,0.998987
9650,0.998944
9660,0.99907
9670,0.998971
9680,0.99904
9690,0.999053
9700,0.99901
9710,0.998912
9720,0.998981
9730,0.998938
9740,0.998951
9750,0.998909
9760,0.998866
9770,0.99888
9780,0.998782
9790,0.998795
9800,0.998753
9810,0.998656
9820,0.998669
9830,0.998737
9840,0.99864
9850,0.998654
9860,0.998612
9870,0.998625
9880,0.998694
9890,0.998652
9900,0.998665
9910,0.998788
9920,0.998746
9930,0.998814
9940,0.998827
9950,0.99884
9960,0.998907
9970,0.99892
9980,0.998988
9990,0.999
10000,0.998905
10010,0.998863
10020,0.998984
10030,0.998997
10040,0.998956
10050,0.998915
10060,0.99882
10070,0.998886
10080,0.998845
10090,0.998912
10100,0.998978
10110,0.998884
10120,0.998735
10130,0.998802
10140,0.998815
10150,0.998774
10160,0.998894
10170,0.99896
10180,0.998972
10190,0.998985
10200,0.998944
10210,0.99901
10220,0.998863
10230,0.998822
10240,0.998782
10250,0.998795
10260,0.998807
10270,0.998767
10280,0.998674
10290,0.998476
10300,0.998542
10310,0.998555
10320,0.998567
10330,0.998475
10340,0.99854
10350,0.998448
10360,0.998356
10370,0.998422
10380,0.998487
10390,0.998447
10400,0.998564
10410,0.998629
10420,0.99859
10430,0.998654
10440,0.998667
10450,0.998628
10460,0.99864
10470,0.998549
10480,0.998613
10490,0.998574
10500,0.998639
10510,0.998754
10520,0.998663
10530,0.998573
10540,0.998534
10550,0.998546
10560,0.99861
10570,0.998571
10580,0.998533
10590,0.998545
10600,0.998609
10610,0.998723
10620,0.998685
10630,0.998748
10640,0.998862
10650,0.998874
10660,0.998886
10670,0.998949
10680,0.998758
10690,0.99877
10700,0.998732
10710,0.998744
10720,0.998655
10730,0.998768
10740,0.99873
10750,0.998641
10760,0.998603
10770,0.998716
10780,0.998677
10790,0.99869
10800,0.998651
10810,0.998814
10820,0.998726
10830,0.998838
10840,0.9988
10850,0.998862
10860,0.998824
10870,0.998786
10880,0.998698
10890,0.99866
10900,0.998622
10910,0.998585
10920,0.998547
10930,0.998559
10940,0.998522
10950,0.998633
10960,0.998645
10970,0.998706
10980,0.998619
10990,0.998582
11000,0.998693
11010,0.998754
11020,0.998815
11030,0.998679
11040,0.99874
11050,0.998703
11060,0.998665
11070,0.998677
11080,0.998542
11090,0.998505
11100,0.998419
11110,0.998334
11120,0.998443
11130,0.998455
11140,0.998418
11150,0.998479
11160,0.998491
11170,0.998454
11180,0.998369
11190,0.998381
11200,0.998248
11210,0.99826
11220,0.998175
11230,0.998187
11240,0.998054
11250,0.998018
11260,0.997982
11270,0.997947
11280,0.997959
11290,0.997971
11300,0.997839
11310,0.997851
11320,0.997864
11330,0.997732
11340,0.997506
11350,0.997614
11360,0.997578
11370,0.997686
11380,0.997603
11390,0.997473
11400,0.997533
11410,0.997641
11420,0.9977
11430,0.997713
11440,0.997678
11450,0.99769
11460,0.997702
11470,0.997714
11480,0.997679
11490,0.997644
11500,0.997704
11510,0.997669
11520,0.997587
11530,0.997552
11540,0.997565
11550,0.997577
11560,0.997401
11570,0.997273
11580,0.997286
11590,0.997298
11600,0.997217
11610,0.997276
11620,0.997289
11630,0.997301
11640,0.99736
11650,0.997373
11660,0.997385
11670,0.997397
11680,0.997317
11690,0.997283
11700,0.997341
11710,0.997493
11720,0.997505
11730,0.997517
11740,0.997529
11750,0.997495
11760,0.997599
11770,0.997612
11780,0.997577
11790,0.99759
11800,0.997602
11810,0.997476
11820,0.99735
11830,0.997408
11840,0.997329
11850,0.997341
11860,0.997353
11870,0.997456
11880,0.997469
11890,0.997481
11900,0.997629
11910,0.997505
11920,0.997425
11930,0.997437
11940,0.997449
11950,0.997461
11960,0.997519
11970,0.997621
11980,0.997588
11990,0.9976
12000,0.997521
12010,0.997488
12020,0.99759
12030,0.997647
12040,0.997704
12050,0.997715
12060,0.997772
12070,0.997828
12080,0.997885
12090,0.997941
12100,0.997997
12110,0.998054
12120,0.997975
12130,0.998032
12140,0.998132
12150,0.998099
12160,0.998244
12170,0.998166
12180,0.998043
12190,0.998055
12200,0.998021
12210,0.998033
12220,0.998088
12230,0.998055
12240,0.997933
12250,0.9979
12260,0.997912
12270,0.997923
12280,0.997934
12290,0.997945
12300,0.998045
12310,0.997968
12320,0.997891
12330,0.997946
12340,0.997826
12350,0.997793
12360,0.997804
12370,0.997684
12380,0.997695
12390,0.997794
12400,0.997674
12410,0.997686
12420,0.997741
12430,0.997796
12440,0.997807
12450,0.997905
12460,0.997916
12470,0.997884
12480,0.997895
12490,0.997949
12500,0.997961
12510,0.997972
12520,0.998026
12530,0.998037
12540,0.998091
12550,0.998102
12560,0.99807
12570,0.998124
12580,0.998048
12590,0.99793
12600,0.997984
12610,0.998038
12620,0.998178
12630,0.998146
12640,0.998028
12650,0.998038
12660,0.998092
12670,0.998103
12680,0.998028
12690,0.997996
12700,0.998007
12710,0.997975
12720,0.998029
12730,0.998039
12740,0.998008
12750,0.998104
12760,0.998114
12770,0.99804
12780,0.998093
12790,0.998104
12800,0.998072
12810,0.998083
12820,0.998051
12830,0.997977
12840,0.997946
12850,0.997956
12860,0.998009
12870,0.99802
12880,0.997947
12890,0.998084
12900,0.998052
12910,0.998021
12920,0.998031
12930,0.998
12940,0.998011
12950,0.998063
12960,0.998074
12970,0.998001
12980,0.998053
12990,0.998064
13000,0.998074
13010,0.998168
13020,0.998178
13030,0.998189
13040,0.998116
13050,0.998085
13060,0.998054
13070,0.998106
13080,0.998075
13090,0.998168
13100,0.99822
13110,0.998148
13120,0.998241
13130,0.998251
13140,0.998261
13150,0.998271
13160,0.998282
13170,0.998251
13180,0.99822
13190,0.998354
13200,0.998364
13210,0.998333
13220,0.998384
13230,0.998435
13240,0.998404
13250,0.998455
13260,0.998465
13270,0.998353
13280,0.998363
13290,0.998414
13300,0.998464
13310,0.998515
13320,0.998607
13330,0.998616
13340,0.998667
13350,0.998677
13360,0.998727
13370,0.998737
13380,0.998787
13390,0.998837
13400,0.998766
13410,0.998735
13420,0.998705
13430,0.998714
13440,0.998603
13450,0.998532
13460,0.998461
13470,0.998431
13480,0.998481
13490,0.998451
13500,0.998501
13510,0.998591
13520,0.99852
13530,0.99853
13540,0.99858
13550,0.99851
13560,0.998519
13570,0.998489
13580,0.998419
13590,0.998429
13600,0.998518
13610,0.998528
13620,0.998458
13630,0.998468
13640,0.998438
13650,0.998487
13660,0.998378
13670,0.998348
13680,0.998358
13690,0.998447
13700,0.998457
13710,0.998387
13720,0.998437
13730,0.998407
13740,0.998377
13750,0.998387
13760,0.998436
13770,0.998446
13780,0.998534
13790,0.998583
13800,0.998435
13810,0.998484
13820,0.998415
13830,0.998425
13840,0.998435
13850,0.998483
13860,0.99861
13870,0.998659
13880,0.998629
13890,0.998717
13900,0.998765
13910,0.998775
13920,0.998784
13930,0.998715
13940,0.998725
13950,0.998773
13960,0.998821
13970,0.99883
13980,0.998878
13990,0.998926
14000,0.998819
14010,0.998829
14020,0.998954
14030,0.998924
14040,0.998856
14050,0.998827
14060,0.998913
14070,0.998922
14080,0.99897
14090,0.998941
14100,0.998873
14110,0.99892
14120,0.998929
14130,0.998977
14140,0.998986
14150,0.998995
14160,0.998966
14170,0.998898
14180,0.999022
14190,0.999031
14200,0.999002
14210,0.999011
14220,0.998867
14230,0.998838
14240,0.998771
14250,0.998818
14260,0.998827
14270,0.998874
14280,0.998807
14290,0.998816
14300,0.998825
14310,0.998872
14320,0.998806
14330,0.998701
14340,0.998786
14350,0.998795
14360,0.998804
14370,0.998775
14380,0.998784
14390,0.998793
14400,0.998802
14410,0.998773
14420,0.99882
14430,0.998942
14440,0.998951
14450,0.99896
14460,0.998968
14470,0.99909
14480,0.999024
14490,0.998995
14500,0.998966
14510,0.999013
14520,0.998909
14530,0.998918
14540,0.99889
14550,0.998824
14560,0.998758
14570,0.99873
14580,0.998739
14590,0.998711
14600,0.998682
14610,0.998654
14620,0.9987
14630,0.998598
14640,0.99857
14650,0.998579
14660,0.998551
14670,0.998523
14680,0.998495
14690,0.998504
14700,0.998402
14710,0.998448
14720,0.998384
14730,0.998429
14740,0.998439
14750,0.998448
14760,0.998493
14770,0.998502
14780,0.998438
14790,0.998484
14800,0.998529
14810,0.998465
14820,0.998547
14830,0.998593
14840,0.998565
14850,0.998537
14860,0.998583
14870,0.998555
14880,0.9986
14890,0.998573
14900,0.998545
14910,0.998518
14920,0.998563
14930,0.998535
14940,0.998544
14950,0.998662
14960,0.998598
14970,0.998571
14980,0.998652
14990,0.998661
15000,0.998706
15010,0.998678
15020,0.998687
15030,0.998623
15040,0.998632
15050,0.998749
15060,0.998794
15070,0.998766
15080,0.998667
15090,0.998748
15100,0.998828
15110,0.998837
15120,0.998809
15130,0.998746
15140,0.998719
15150,0.998763
15160,0.9987
15170,0.998637
15180,0.99861
15190,0.998655
15200,0.998735
15210,0.998815
15220,0.998787
15230,0.998796
15240,0.99884
15250,0.998777
15260,0.998715
15270,0.998794
15280,0.998732
15290,0.998598
15300,0.99843
15310,0.998509
15320,0.998518
15330,0.998562
15340,0.998606
15350,0.998579
15360,0.998517
15370,0.998455
15380,0.998464
15390,0.998437
15400,0.99834
15410,0.998314
15420,0.998358
15430,0.998296
15440,0.99827
15450,0.998278
15460,0.998357
15470,0.998331
15480,0.998375
15490,0.998383
15500,0.998287
15510,0.998365
15520,0.998409
15530,0.998383
15540,0.998356
15550,0.998435
15560,0.998408
15570,0.998382
15580,0.998356
15590,0.998399
15600,0.998408
15610,0.998417
15620,0.998495
15630,0.998468
15640,0.998407
15650,0.998347
15660,0.998355
15670,0.998329
15680,0.998372
15690,0.998277
15700,0.998355
15710,0.998329
15720,0.998337
15730,0.998415
15740,0.998423
15750,0.998397
15760,0.99844
15770,0.998449
15780,0.998423
15790,0.998362
15800,0.998371
15810,0.998345
15820,0.998285
15830,0.998328
15840,0.998371
15850,0.998379
15860,0.998319
15870,0.998293
15880,0.998336
15890,0.998344
15900,0.998319
15910,0.998293
15920,0.998233
15930,0.99831
15940,0.99825
15950,0.998293
15960,0.998267
15970,0.998242
15980,0.998216
15990,0.998157
16000,0.998131
16010,0.99814
16020,0.998216
16030,0.998225
16040,0.998165
16050,0.99814
16060,0.99825
16070,0.998157
16080,0.998199
16090,0.998174
16100,0.99825
16110,0.998292
16120,0.998199
16130,0.998174
16140,0.998149
16150,0.998191
16160,0.998031
16170,0.998073
16180,0.998082
16190,0.998124
16200,0.998132
16210,0.998141
16220,0.998183
16230,0.998191
16240,0.998266
16250,0.998208
16260,0.998216
16270,0.998258
16280,0.998299
16290,0.998274
16300,0.998282
16310,0.998291
16320,0.998233
16330,0.998274
16340,0.998216
16350,0.998257
16360,0.998332
16370,0.998406
16380,0.998448
16390,0.99839
16400,0.998365
16410,0.998373
16420,0.998348
16430,0.998191
16440,0.998166
16450,0.998175
16460,0.998249
16470,0.998224
16480,0.998265
16490,0.998273
16500,0.998249
16510,0.998257
16520,0.998265
16530,0.998207
16540,0.998216
16550,0.998191
16560,0.998134
16570,0.998044
16580,0.998052
16590,0.998126
16600,0.998167
16610,0.998142
16620,0.998118
16630,0.998028
16640,0.998036
16650,0.998044
16660,0.997988
16670,0.997963
16680,0.998004
16690,0.997947
16700,0.997923
16710,0.997931
16720,0.99794
16730,0.997948
16740,0.997924
16750,0.997932
16760,0.997908
16770,0.997916
16780,0.997892
16790,0.9979
16800,0.997909
16810,0.997949
16820,0.997925
16830,0.997901
16840,0.997909
16850,0.99795
16860,0.997926
16870,0.997837
16880,0.997781
16890,0.997758
16900,0.997734
16910,0.997742
16920,0.99775
16930,0.997727
16940,0.997735
16950,0.997775
16960,0.997815
16970,0.997824
16980,0.997832
16990,0.997776
17000,0.997816
17010,0.997888
17020,0.99796
17030,0.998
17040,0.997976
17050,0.997921
17060,0.997993
17070,0.998032
17080,0.998072
17090,0.998144
17100,0.998088
17110,0.998096
17120,0.998104
17130,0.998049
17140,0.997962
17150,0.99797
17160,0.997915
17170,0.997891
17180,0.997899
17190,0.997907
17200,0.997947
17210,0.997955
17220,0.997931
17230,0.997971
17240,0.997979
17250,0.997956
17260,0.997901
17270,0.997972
17280,0.998042
17290,0.998082
17300,0.998121
17310,0.99816
17320,0.998231
17330,0.99827
17340,0.998215
17350,0.998191
17360,0.998231
17370,0.998207
17380,0.998246
17390,0.998254
17400,0.998199
17410,0.998176
17420,0.998215
17430,0.998285
17440,0.998324
17450,0.998331
17460,0.998277
17470,0.998285
17480,0.998261
17490,0.9983
17500,0.998339
17510,0.998377
17520,0.998385
17530,0.998393
17540,0.998308
17550,0.998192
17560,0.998261
17570,0.998238
17580,0.998246
17590,0.998284
17600,0.998323
