# Points,Area
17610,0.998423
17620,0.998399
17630,0.998345
17640,0.998384
17650,0.998361
17660,0.998338
17670,0.998345
17680,0.998383
17690,0.998391
17700,0.998429
17710,0.998406
17720,0.998322
17730,0.998391
17740,0.998429
17750,0.998436
17760,0.998444
17770,0.998451
17780,0.998367
17790,0.998375
17800,0.998321
17810,0.998329
17820,0.998336
17830,0.998283
17840,0.99823
17850,0.998237
17860,0.998214
17870,0.998222
17880,0.998139
17890,0.998116
17900,0.998093
17910,0.998071
17920,0.998078
17930,0.998177
17940,0.998214
17950,0.998282
17960,0.99832
17970,0.998358
17980,0.998335
17990,0.998312
18000,0.99835
18010,0.998297
18020,0.998275
18030,0.998342
18040,0.998259
18050,0.998207
18060,0.998094
18070,0.997982
18080,0.998019
18090,0.998057
18100,0.998124
18110,0.998162
18120,0.998109
18130,0.998147
18140,0.998154
18150,0.998192
18160,0.998229
18170,0.998237
18180,0.998184
18190,0.998222
18200,0.998229
18210,0.998296
18220,0.998274
18230,0.998281
18240,0.99817
18250,0.998177
18260,0.998244
18270,0.998311
18280,0.998318
18290,0.998325
18300,0.998362
18310,0.99837
18320,0.998377
18330,0.998414
18340,0.998421
18350,0.998488
18360,0.998524
18370,0.998502
18380,0.998539
18390,0.998516
18400,0.998524
18410,0.998501
18420,0.998479
18430,0.998457
18440,0.998494
18450,0.99853
18460,0.998449
18470,0.998456
18480,0.998434
18490,0.998412
18500,0.99839
18510,0.998426
18520,0.998492
18530,0.99847
18540,0.998448
18550,0.998397
18560,0.998375
18570,0.998382
18580,0.998331
18590,0.998309
18600,0.998345
18610,0.998352
18620,0.99836
18630,0.998308
18640,0.998287
18650,0.998294
18660,0.99833
18670,0.998308
18680,0.998345
18690,0.998352
18700,0.998388
18710,0.998424
18720,0.998315
18730,0.998351
18740,0.99833
18750,0.998279
18760,0.998315
18770,0.998322
18780,0.998272
18790,0.998308
18800,0.998344
18810,0.99838
18820,0.998387
18830,0.998451
18840,0.99843
18850,0.998466
18860,0.998444
18870,0.99848
18880,0.998544
18890,0.998522
18900,0.998501
18910,0.99845
18920,0.998486
18930,0.998522
18940,0.998529
18950,0.998478
18960,0.998514
18970,0.998521
18980,0.998499
18990,0.998564
19000,0.998485
19010,0.998492
19020,0.998527
19030,0.998534
19040,0.998513
19050,0.998434
19060,0.99847
19070,0.998505
19080,0.998484
19090,0.998491
19100,0.998526
19110,0.998561
19120,0.99854
19130,0.998575
19140,0.998667
19150,0.998589
19160,0.998567
19170,0.998518
19180,0.998468
19190,0.998447
19200,0.998369
19210,0.998319
19220,0.998298
19230,0.99822
19240,0.998171
19250,0.99815
19260,0.998129
19270,0.998164
19280,0.998171
19290,0.99815
19300,0.998241
19310,0.998136
19320,0.998171
19330,0.998178
19340,0.998185
19350,0.998164
19360,0.998199
19370,0.998234
19380,0.998157
19390,0.998192
19400,0.998171
19410,0.99815
19420,0.998101
19430,0.998053
19440,0.998032
19450,0.997983
19460,0.998046
19470,0.998053
19480,0.998032
19490,0.998095
19500,0.99813
19510,0.998165
19520,0.998199
19530,0.998206
19540,0.998185
19550,0.998192
19560,0.998144
19570,0.998178
19580,0.998213
19590,0.99822
19600,0.998282
19610,0.998317
19620,0.998351
19630,0.998413
19640,0.998448
19650,0.998455
19660,0.998434
19670,0.998468
19680,0.998447
19690,0.998427
19700,0.998461
19710,0.998523
19720,0.998529
19730,0.998591
19740,0.998598
19750,0.998604
19760,0.998556
19770,0.998535
19780,0.998597
19790,0.998659
19800,0.998693
19810,0.998727
19820,0.998651
19830,0.998603
19840,0.998582
19850,0.998589
19860,0.998595
19870,0.998547
19880,0.998527
19890,0.998561
19900,0.998595
19910,0.998628
19920,0.998635
19930,0.998614
19940,0.998648
19950,0.998628
19960,0.998634
19970,0.998586
19980,0.99862
19990,0.998708
20000,0.998688
20010,0.99864
20020,0.998674
20030,0.99868
20040,0.998632
20050,0.998612
20060,0.998619
20070,0.998652
20080,0.998686
20090,0.998746
20100,0.998672
20110,0.998651
20120,0.998577
20130,0.99861
20140,0.998617
20150,0.998677
20160,0.998711
20170,0.998717
20180,0.998724
20190,0.998703
20200,0.998683
20210,0.998689
20220,0.998696
20230,0.998675
20240,0.998709
20250,0.998742
20260,0.998722
20270,0.998728
20280,0.998761
20290,0.998714
20300,0.998747
20310,0.998673
20320,0.998733
20330,0.998686
20340,0.998639
20350,0.998673
20360,0.998652
20370,0.998685
20380,0.998692
20390,0.998698
20400,0.998705
20410,0.998684
20420,0.998664
20430,0.998724
20440,0.998677
20450,0.998657
20460,0.998637
20470,0.998643
20480,0.99865
20490,0.99863
20500,0.998636
20510,0.998642
20520,0.998622
20530,0.998576
20540,0.998556
20550,0.998562
20560,0.998569
20570,0.998575
20580,0.998608
20590,0.998641
20600,0.998647
20610,0.998522
20620,0.998555
20630,0.998561
20640,0.998594
20650,0.998521
20660,0.998528
20670,0.99856
20680,0.998619
20690,0.998625
20700,0.998632
20710,0.998664
20720,0.998618
20730,0.998651
20740,0.998683
20750,0.99869
20760,0.99867
20770,0.998702
20780,0.99863
20790,0.998584
20800,0.998564
20810,0.998519
20820,0.998525
20830,0.998531
20840,0.998512
20850,0.998492
20860,0.998472
20870,0.998505
20880,0.998511
20890,0.998543
20900,0.998524
20910,0.998556
20920,0.998562
20930,0.998517
20940,0.998523
20950,0.998581
20960,0.998613
20970,0.998542
20980,0.998523
20990,0.998581
21000,0.998613
21010,0.998567
21020,0.998625
21030,0.998606
21040,0.998535
21050,0.998541
21060,0.998573
21070,0.998656
21080,0.998663
21090,0.998669
21100,0.998726
21110,0.998784
21120,0.998764
21130,0.998771
21140,0.998802
21150,0.998809
21160,0.99884
21170,0.998821
21180,0.998853
21190,0.99891
21200,0.998941
21210,0.998948
21220,0.998928
21230,0.998883
21240,0.998889
21250,0.998921
21260,0.998952
21270,0.998984
21280,0.99899
21290,0.998996
21300,0.999027
21310,0.999008
21320,0.999065
21330,0.999045
21340,0.999026
21350,0.999057
21360,0.999038
21370,0.999018
21380,0.999024
21390,0.999005
21400,0.998985
21410,0.999017
21420,0.999073
21430,0.999079
21440,0.99906
21450,0.999116
21460,0.999072
21470,0.999153
21480,0.999134
21490,0.99914
21500,0.999146
21510,0.999202
21520,0.999283
21530,0.999289
21540,0.99932
21550,0.999326
21560,0.999332
21570,0.999363
21580,0.999293
21590,0.999299
21600,0.999305
21610,0.999285
21620,0.999216
21630,0.999247
21640,0.999277
21650,0.999233
21660,0.999189
21670,0.99917
21680,0.99915
21690,0.999156
21700,0.999087
21710,0.999118
21720,0.999149
21730,0.999104
21740,0.999135
21750,0.999166
21760,0.999197
21770,0.999202
21780,0.999208
21790,0.999264
21800,0.999245
21810,0.999275
21820,0.999306
21830,0.999287
21840,0.999292
21850,0.999323
21860,0.999279
21870,0.999235
21880,0.999191
21890,0.999197
21900,0.999203
21910,0.999233
21920,0.999264
21930,0.999269
21940,0.999275
21950,0.999231
21960,0.999212
21970,0.999218
21980,0.999199
21990,0.999229
22000,0.999235
22010,0.999191
22020,0.999173
22030,0.999178
22040,0.999135
22050,0.999116
22060,0.999122
22070,0.999152
22080,0.999158
22090,0.999163
22100,0.999095
22110,0.999052
22120,0.999058
22130,0.999113
22140,0.999094
22150,0.99905
22160,0.999056
22170,0.999086
22180,0.999092
22190,0.999073
22200,0.999079
22210,0.999134
22220,0.999139
22230,0.999145
22240,0.999126
22250,0.999083
22260,0.998991
22270,0.999046
22280,0.999052
22290,0.999033
22300,0.999087
22310,0.999117
22320,0.999147
22330,0.999177
22340,0.999134
22350,0.999164
22360,0.99917
22370,0.9992
22380,0.999181
22390,0.999163
22400,0.99912
22410,0.999125
22420,0.999131
22430,0.999137
22440,0.999118
22450,0.9991
22460,0.999105
22470,0.999111
22480,0.999116
22490,0.99917
22500,0.999224
22510,0.999182
22520,0.999091
22530,0.999096
22540,0.999126
22550,0.99918
22560,0.999185
22570,0.999215
22580,0.999196
22590,0.999202
22600,0.999184
22610,0.999189
22620,0.999147
22630,0.999176
22640,0.999206
22650,0.999235
22660,0.999241
22670,0.999199
22680,0.999204
22690,0.999138
22700,0.999143
22710,0.999173
22720,0.999178
22730,0.999184
22740,0.999189
22750,0.999171
22760,0.999177
22770,0.999206
22780,0.999164
22790,0.999122
22800,0.999127
22810,0.999085
22820,0.999067
22830,0.999025
22840,0.998959
22850,0.998965
22860,0.998947
22870,0.998905
22880,0.998911
22890,0.998987
22900,0.999017
22910,0.998975
22920,0.999004
22930,0.99901
22940,0.998992
22950,0.99895
22960,0.998908
22970,0.998914
22980,0.998967
22990,0.998949
23000,0.998931
23010,0.998936
23020,0.998965
23030,0.9989
23040,0.998906
23050,0.998958
23060,0.998917
23070,0.998922
23080,0.998905
23090,0.998863
23100,0.998845
23110,0.998851
23120,0.99888
23130,0.998885
23140,0.998914
23150,0.99892
23160,0.998855
23170,0.998884
23180,0.998866
23190,0.998849
23200,0.998854
23210,0.99879
23220,0.998818
23230,0.998801
23240,0.99883
23250,0.998812
23260,0.998794
23270,0.998753
23280,0.998782
23290,0.998764
23300,0.99877
23310,0.998822
23320,0.998758
23330,0.99874
23340,0.998746
23350,0.998751
23360,0.998733
23370,0.998762
23380,0.998791
23390,0.99882
23400,0.998849
23410,0.998877
23420,0.998929
23430,0.998911
23440,0.998986
23450,0.998922
23460,0.998882
23470,0.998887
23480,0.998893
23490,0.998944
23500,0.998927
23510,0.998909
23520,0.998914
23530,0.998897
23540,0.998902
23550,0.998885
23560,0.998913
23570,0.998896
23580,0.998878
23590,0.998907
23600,0.998912
23610,0.998986
23620,0.998969
23630,0.998951
23640,0.998911
23650,0.998916
23660,0.998945
23670,0.99895
23680,0.998932
23690,0.998915
23700,0.998875
23710,0.99888
23720,0.998886
23730,0.998914
23740,0.998919
23750,0.998925
23760,0.998884
23770,0.998821
23780,0.99885
23790,0.998878
23800,0.99886
23810,0.998889
23820,0.99894
23830,0.998945
23840,0.998928
23850,0.99891
23860,0.998938
23870,0.998921
23880,0.998904
23890,0.998886
23900,0.998892
23910,0.99892
23920,0.99888
23930,0.998885
23940,0.998936
23950,0.998964
23960,0.998947
23970,0.998952
23980,0.99898
23990,0.998985
24000,0.998991
24010,0.998951
24020,0.998911
24030,0.998871
24040,0.998922
24050,0.998927
24060,0.998932
24070,0.998915
24080,0.99892
24090,0.998948
24100,0.998976
24110,0.998936
24120,0.998964
24130,0.998947
24140,0.998975
24150,0.998958
24160,0.99894
24170,0.998991
24180,0.999018
24190,0.999068
24200,0.999051
24210,0.999057
24220,0.999039
24230,0.999067
24240,0.999117
24250,0.999122
24260,0.999195
24270,0.999177
24280,0.999205
24290,0.999188
24300,0.999171
24310,0.999131
24320,0.999159
24330,0.999164
24340,0.999124
24350,0.999174
24360,0.999135
24370,0.999095
24380,0.999145
24390,0.99915
24400,0.999111
24410,0.999138
24420,0.999144
24430,0.999127
24440,0.999087
24450,0.99907
24460,0.999075
24470,0.999036
24480,0.999019
24490,0.99898
24500,0.999008
24510,0.998946
24520,0.998907
24530,0.998957
24540,0.998918
24550,0.998901
24560,0.998862
24570,0.998845
24580,0.998828
24590,0.998812
24600,0.998817
24610,0.998844
24620,0.998827
24630,0.998877
24640,0.998838
24650,0.998843
24660,0.99887
24670,0.99892
24680,0.998947
24690,0.998952
24700,0.998935
24710,0.99894
24720,0.998902
24730,0.998907
24740,0.998934
24750,0.998983
24760,0.998988
24770,0.998993
24780,0.998977
24790,0.99896
24800,0.998987
24810,0.999036
24820,0.999085
24830,0.999068
24840,0.999029
24850,0.999013
24860,0.998996
24870,0.998979
24880,0.999006
24890,0.999055
24900,0.99906
24910,0.999109
24920,0.999114
24930,0.999141
24940,0.999167
24950,0.999129
24960,0.999156
24970,0.999183
24980,0.999144
24990,0.999171
25000,0.999176
25010,0.999181
25020,0.999143
25030,0.999148
25040,0.999174
25050,0.999223
25060,0.999184
25070,0.999103
25080,0.999108
25090,0.999026
25100,0.999032
25110,0.99908
25120,0.999063
25130,0.999068
25140,0.999117
25150,0.9991
25160,0.999105
25170,0.999045
25180,0.999072
25190,0.999077
25200,0.999125
25210,0.999152
25220,0.999114
25230,0.999097
25240,0.999102
25250,0.999086
25260,0.999112
25270,0.999117
25280,0.999187
25290,0.999192
25300,0.999197
25310,0.999159
25320,0.999206
25330,0.999211
25340,0.999216
25350,0.999243
25360,0.999248
25370,0.999295
25380,0.9993
25390,0.999327
25400,0.999353
25410,0.999358
25420,0.999363
25430,0.999282
25440,0.999287
25450,0.999292
25460,0.999297
25470,0.999302
25480,0.999243
25490,0.999269
25500,0.999274
25510,0.999321
25520,0.999326
25530,0.999288
25540,0.999315
25550,0.999362
25560,0.999388
25570,0.999372
25580,0.999376
25590,0.99936
25600,0.999365
25610,0.99937
25620,0.999375
25630,0.999358
25640,0.999342
25650,0.999326
25660,0.999373
25670,0.999378
25680,0.99934
25690,0.999303
25700,0.999265
25710,0.999334
25720,0.999296
25730,0.999301
25740,0.999285
25750,0.99929
25760,0.999295
25770,0.999299
25780,0.999283
25790,0.999309
25800,0.999314
25810,0.999256
25820,0.999218
25830,0.99916
25840,0.999123
25850,0.999107
25860,0.99907
25870,0.999054
25880,0.999017
25890,0.999064
25900,0.999027
25910,0.999053
25920,0.999078
25930,0.999104
25940,0.999088
25950,0.999114
25960,0.999098
25970,0.999061
25980,0.999045
25990,0.999092
26000,0.999055
26010,0.999039
26020,0.999106
26030,0.999132
26040,0.999137
26050,0.999121
26060,0.999167
26070,0.999172
26080,0.999135
26090,0.999099
26100,0.999104
26110,0.999108
26120,0.999155
26130,0.99918
26140,0.999185
26150,0.999232
26160,0.999216
26170,0.99922
26180,0.999225
26190,0.99923
26200,0.999193
26210,0.999198
26220,0.999162
26230,0.999166
26240,0.999171
26250,0.999073
26260,0.999036
26270,0.999062
26280,0.999046
26290,0.999051
26300,0.999014
26310,0.99904
26320,0.999024
26330,0.999029
26340,0.998972
26350,0.998956
26360,0.998961
26370,0.999007
26380,0.999012
26390,0.998975
26400,0.99896
26410,0.998965
26420,0.998928
26430,0.998913
26440,0.998938
26450,0.998984
26460,0.998989
26470,0.998953
26480,0.998957
26490,0.998983
26500,0.998926
26510,0.998951
26520,0.998936
26530,0.998941
26540,0.998986
26550,0.999032
26560,0.999057
26570,0.999082
26580,0.999108
26590,0.999133
26600,0.999199
26610,0.999183
26620,0.999167
26630,0.999172
26640,0.999177
26650,0.999121
26660,0.999125
26670,0.99913
26680,0.999196
26690,0.9992
26700,0.999144
26710,0.999169
26720,0.999235
26730,0.9993
26740,0.999305
26750,0.999249
26760,0.999274
26770,0.999258
26780,0.999202
26790,0.999207
26800,0.999171
26810,0.999135
26820,0.99912
26830,0.999145
26840,0.999129
26850,0.999154
26860,0.999159
26870,0.999063
26880,0.999067
26890,0.999032
26900,0.999016
26910,0.999021
26920,0.999026
26930,0.99901
26940,0.999015
26950,0.99904
26960,0.999065
26970,0.999049
26980,0.999074
26990,0.999039
27000,0.999003
27010,0.999048
27020,0.999033
27030,0.998997
27040,0.998982
27050,0.999007
27060,0.998971
27070,0.998976
27080,0.998981
27090,0.999005
27100,0.99905
27110,0.999055
27120,0.9991
27130,0.999064
27140,0.999069
27150,0.999034
27160,0.999058
27170,0.999083
27180,0.999147
27190,0.999152
27200,0.999137
27210,0.999141
27220,0.999166
27230,0.999111
27240,0.999076
27250,0.9991
27260,0.999065
27270,0.99903
27280,0.998995
27290,0.999
27300,0.998984
27310,0.999009
27320,0.999014
27330,0.998998
27340,0.998963
27350,0.998968
27360,0.998933
27370,0.998938
27380,0.998903
27390,0.998907
27400,0.998873
27410,0.998818
27420,0.998842
27430,0.998847
27440,0.998852
27450,0.998856
27460,0.998822
27470,0.998826
27480,0.998851
27490,0.998875
27500,0.99886
27510,0.998904
27520,0.998909
27530,0.998914
27540,0.998918
27550,0.998943
27560,0.998947
27570,0.998972
27580,0.998957
27590,0.998961
27600,0.998946
27610,0.998951
27620,0.998975
27630,0.999019
27640,0.999043
27650,0.999009
27660,0.998994
27670,0.999038
27680,0.999023
27690,0.999008
27700,0.999012
27710,0.999056
27720,0.999061
27730,0.999006
27740,0.999011
27750,0.999035
27760,0.99904
27770,0.999025
27780,0.999068
27790,0.999112
27800,0.999156
27810,0.99916
27820,0.999184
27830,0.999208
27840,0.999213
27850,0.999198
27860,0.999183
27870,0.999207
27880,0.99925
27890,0.999274
27900,0.999298
27910,0.999283
27920,0.999307
27930,0.999292
27940,0.999335
27950,0.999282
27960,0.999267
27970,0.999271
27980,0.999314
27990,0.999377
28000,0.999381
28010,0.999366
28020,0.999371
28030,0.999395
28040,0.999341
28050,0.999287
28060,0.999311
28070,0.999316
28080,0.999301
28090,0.999305
28100,0.999348
28110,0.999353
28120,0.999376
28130,0.9994
28140,0.999424
28150,0.999389
28160,0.999375
28170,0.999379
28180,0.999422
28190,0.999465
28200,0.99945
28210,0.999454
28220,0.99942
28230,0.999444
28240,0.999506
28250,0.99951
28260,0.999476
28270,0.999442
28280,0.999408
28290,0.999451
28300,0.999436
28310,0.999402
28320,0.999425
28330,0.999449
28340,0.999472
28350,0.999477
28360,0.999481
28370,0.999447
28380,0.999413
28390,0.999437
28400,0.999384
28410,0.999369
28420,0.999373
28430,0.999359
28440,0.999344
28450,0.999386
28460,0.999391
28470,0.999395
28480,0.999399
28490,0.999423
28500,0.999408
28510,0.999451
28520,0.999455
28530,0.999478
28540,0.999464
28550,0.999487
28560,0.999434
28570,0.9994
28580,0.999424
28590,0.999409
28600,0.999432
28610,0.999437
28620,0.999384
28630,0.999294
28640,0.999298
28650,0.999302
28660,0.999307
28670,0.999311
28680,0.999297
28690,0.999301
28700,0.999305
28710,0.999272
28720,0.999238
28730,0.999205
28740,0.999228
28750,0.999251
28760,0.999275
28770,0.999317
28780,0.99934
28790,0.999382
28800,0.999405
28810,0.999372
28820,0.999376
28830,0.999399
28840,0.999422
28850,0.999445
28860,0.999412
28870,0.999397
28880,0.999402
28890,0.999368
28900,0.999391
28910,0.999321
28920,0.999325
28930,0.999348
28940,0.999334
28950,0.999338
28960,0.999323
28970,0.999346
28980,0.999295
28990,0.999318
29000,0.999341
29010,0.999345
29020,0.99933
29030,0.999316
29040,0.999302
29050,0.999287
29060,0.999236
29070,0.999277
29080,0.999263
29090,0.999286
29100,0.99929
29110,0.999257
29120,0.999224
29130,0.999266
29140,0.999251
29150,0.999237
29160,0.999241
29170,0.999227
29180,0.999194
29190,0.999198
29200,0.99924
29210,0.999281
29220,0.999323
29230,0.999327
29240,0.999294
29250,0.999317
29260,0.999284
29270,0.999325
29280,0.999293
29290,0.999297
29300,0.99932
29310,0.999305
29320,0.99931
29330,0.999314
29340,0.999281
29350,0.999267
29360,0.999234
29370,0.999238
29380,0.99928
29390,0.999321
29400,0.999343
29410,0.999366
29420,0.999352
29430,0.999356
29440,0.999379
29450,0.999401
29460,0.999369
29470,0.99941
29480,0.999396
29490,0.9994
29500,0.999422
29510,0.999463
29520,0.999486
29530,0.999508
29540,0.999513
29550,0.999517
29560,0.999521
29570,0.999543
29580,0.999584
29590,0.999607
29600,0.999611
29610,0.999633
29620,0.999637
29630,0.999623
29640,0.999645
29650,0.999631
29660,0.999635
29670,0.999621
29680,0.999643
29690,0.999611
29700,0.999633
29710,0.999619
29720,0.999623
29730,0.999646
29740,0.99965
29750,0.99969
29760,0.999713
29770,0.999753
29780,0.999757
29790,0.999779
29800,0.999783
29810,0.999751
29820,0.999773
29830,0.999759
29840,0.999745
29850,0.999731
29860,0.999753
29870,0.999757
29880,0.999779
29890,0.999801
29900,0.999823
29910,0.999846
29920,0.999886
29930,0.999853
29940,0.999857
29950,0.999843
29960,0.999884
29970,0.999887
29980,0.999873
29990,0.999895
30000,0.999899
30010,0.999903
30020,0.999907
30030,0.999875
30040,0.999915
30050,0.999919
30060,0.999905
30070,0.999909
30080,0.999895
30090,0.999953
30100,1.00001
30110,1.00003
30120,1.00005
30130,1.00004
30140,1.00004
30150,1.00008
30160,1.00005
30170,1.00002
30180,1.00004
30190,1.00003
30200,1.00003
30210,1.00007
30220,1.00002
30230,1.00008
30240,1.00005
30250,1.00007
30260,1.00006
30270,1.00009
30280,1.0001
30290,1.0001
30300,1.00007
30310,1.00007
30320,1.00008
30330,1.00008
30340,1.00009
30350,1.00005
30360,1.00004
30370,0.99999
30380,1.00001
30390,1.00002
30400,1
30410,0.999952
30420,0.99992
30430,0.999942
30440,0.999964
30450,0.99995
30460,0.999972
30470,0.999958
30480,0.999962
30490,0.999983
30500,0.999952
30510,0.999991
30520,1.00005
30530,1.00005
30540,1.00007
30550,1.00008
30560,1.00006
30570,1.00007
30580,1.00012
30590,1.00011
30600,1.00011
30610,1.0001
30620,1.00014
30630,1.00016
30640,1.00016
30650,1.00017
30660,1.00021
30670,1.00016
30680,1.00013
30690,1.00013
30700,1.00013
30710,1.00014
30720,1.00012
30730,1.00016
30740,1.00018
30750,1.00019
30760,1.00025
30770,1.0002
30780,1.00024
30790,1.00022
30800,1.00017
30810,1.00021
30820,1.0002
30830,1.00022
30840,1.00022
30850,1.00021
30860,1.00019
30870,1.00016
30880,1.00013
30890,1.00012
30900,1.0001
30910,1.00013
30920,1.00013
30930,1.0001
30940,1.00007
30950,1.00004
30960,1.00004
30970,1.00008
30980,1.00012
30990,1.00014
31000,1.00011
31010,1.00011
31020,1.0001
31030,1.00008
31040,1.00007
31050,1.00009
31060,1.00011
31070,1.0001
31080,1.00008
31090,1.00007
31100,1.00007
31110,1.0001
31120,1.00008
31130,1.00009
31140,1.00005
31150,1.00009
31160,1.00008
31170,1.00005
31180,1
31190,0.999969
31200,0.999956
31210,0.999925
31220,0.999963
31230,0.99995
31240,0.999953
31250,0.999957
31260,0.999961
31270,0.999947
31280,0.999951
31290,0.99999
31300,0.999941
31310,0.999893
31320,0.999862
31330,0.999866
31340,0.999905
31350,0.999891
31360,0.999878
31370,0.999881
31380,0.99992
31390,0.999906
31400,0.999945
31410,0.999966
31420,0.999969
31430,0.99999
31440,1.00001
31450,0.999981
31460,0.999967
31470,0.999988
31480,0.999957
31490,0.999978
31500,0.999999
31510,0.999951
31520,0.999938
31530,0.999924
31540,0.999945
31550,0.999966
31560,0.999987
31570,1.00001
31580,0.999995
31590,0.999981
31600,0.999968
31610,0.999972
31620,0.999958
31630,1.00001
31640,1.00005
31650,1.00006
31660,1.00006
31670,1.0001
31680,1.00008
31690,1.00007
31700,1.00007
31710,1.00006
31720,1.00006
31730,1.00007
31740,1.00011
31750,1.00014
31760,1.0001
31770,1.0001
31780,1.00009
31790,1.00011
31800,1.00009
31810,1.00008
31820,1.0001
31830,1.00007
31840,1.00009
31850,1.00011
31860,1.00012
31870,1.00012
31880,1.00014
31890,1.00013
31900,1.00015
31910,1.00017
31920,1.00021
31930,1.00017
31940,1.00018
31950,1.0002
31960,1.0002
31970,1.00017
31980,1.00019
31990,1.00016
32000,1.00018
32010,1.0002
32020,1.00021
32030,1.00024
32040,1.00028
32050,1.00029
32060,1.00029
32070,1.00029
32080,1.00031
32090,1.00033
32100,1.0003
32110,1.00031
32120,1.00024
32130,1.00025
32140,1.00027
32150,1.00027
32160,1.00024
32170,1.00026
32180,1.00026
32190,1.0003
32200,1.00032
32210,1.00034
32220,1.00035
32230,1.00033
32240,1.00037
32250,1.00036
32260,1.00036
32270,1.00036
32280,1.00037
32290,1.00039
32300,1.00036
32310,1.00038
32320,1.00038
32330,1.00039
32340,1.00037
32350,1.00043
32360,1.00038
32370,1.0004
32380,1.0004
32390,1.00044
32400,1.00044
32410,1.00046
32420,1.00048
32430,1.00047
32440,1.00046
32450,1.00048
32460,1.00051
32470,1.00052
32480,1.00049
32490,1.00049
32500,1.00053
32510,1.00053
32520,1.0005
32530,1.00051
32540,1.00049
32550,1.00053
32560,1.00052
32570,1.00049
32580,1.00054
32590,1.00054
32600,1.00053
32610,1.0005
32620,1.00049
32630,1.00051
32640,1.00053
32650,1.00051
32660,1.00055
32670,1.00054
32680,1.00052
32690,1.00056
32700,1.00055
32710,1.00055
32720,1.00055
32730,1.00057
32740,1.00056
32750,1.00056
32760,1.00058
32770,1.00057
32780,1.00059
32790,1.00061
32800,1.00061
32810,1.00063
32820,1.00062
32830,1.00059
32840,1.00055
32850,1.00057
32860,1.00057
32870,1.00061
32880,1.00053
32890,1.00048
32900,1.0005
32910,1.00052
32920,1.00052
32930,1.00048
32940,1.00048
32950,1.00045
32960,1.00045
32970,1.00049
32980,1.00044
32990,1.00043
33000,1.00037
33010,1.00037
33020,1.00036
33030,1.00041
33040,1.0004
33050,1.00044
33060,1.00047
33070,1.00048
33080,1.00046
33090,1.0005
33100,1.00052
33110,1.00052
33120,1.00051
33130,1.00051
33140,1.0005
33150,1.0005
33160,1.00054
33170,1.00053
33180,1.0005
33190,1.00053
33200,1.00049
33210,1.00046
33220,1.00046
33230,1.0005
33240,1.00052
33250,1.0005
33260,1.00051
33270,1.00054
33280,1.00056
33290,1.00057
33300,1.00057
33310,1.00056
33320,1.00053
33330,1.00053
33340,1.00053
33350,1.00057
33360,1.00056
33370,1.00058
33380,1.00056
33390,1.00052
33400,1.00054
33410,1.00051
33420,1.00056
33430,1.00055
33440,1.00052
33450,1.00054
33460,1.00054
33470,1.00051
33480,1.00055
33490,1.00052
33500,1.00051
33510,1.00048
33520,1.00045
33530,1.00044
33540,1.00042
33550,1.00043
33560,1.00038
33570,1.00034
33580,1.00031
33590,1.00028
33600,1.0003
33610,1.00029
33620,1.00031
33630,1.00029
33640,1.00033
33650,1.00033
33660,1.00035
33670,1.00031
33680,1.00031
33690,1.00035
33700,1.00033
33710,1.00035
33720,1.00039
33730,1.00042
33740,1.00046
33750,1.00045
33760,1.00048
33770,1.00048
33780,1.00049
33790,1.00052
33800,1.00053
33810,1.00056
33820,1.00058
33830,1.00057
33840,1.00059
33850,1.00056
33860,1.00056
33870,1.00061
33880,1.00063
33890,1.00062
33900,1.00062
33910,1.00063
33920,1.0006
33930,1.0006
33940,1.00057
33950,1.00056
33960,1.0006
33970,1.00052
33980,1.00052
33990,1.00051
34000,1.00055
34010,1.00056
34020,1.00055
34030,1.00056
34040,1.00056
34050,1.00055
34060,1.00056
34070,1.00054
34080,1.00051
34090,1.00048
34100,1.00047
34110,1.00044
34120,1.00044
34130,1.00048
34140,1.00048
34150,1.00045
34160,1.00042
34170,1.00043
34180,1.00043
34190,1.00042
34200,1.00042
34210,1.00044
34220,1.00046
34230,1.00043
34240,1.00045
34250,1.00045
34260,1.00047
34270,1.00046
34280,1.00048
34290,1.00042
34300,1.00041
34310,1.00041
34320,1.00043
34330,1.0004
34340,1.00043
34350,1.00045
34360,1.00044
34370,1.00046
34380,1.00048
34390,1.00047
34400,1.0005
34410,1.00049
34420,1.00052
34430,1.00054
34440,1.0005
34450,1.00044
34460,1.00044
34470,1.00049
34480,1.0005
34490,1.00053
34500,1.00052
34510,1.00049
34520,1.00053
34530,1.00054
34540,1.00056
34550,1.00052
34560,1.00051
34570,1.00051
34580,1.0005
34590,1.00053
34600,1.00052
34610,1.00055
34620,1.00053
34630,1.00055
34640,1.00056
34650,1.00058
34660,1.00059
34670,1.00057
34680,1.00058
34690,1.00058
34700,1.00057
34710,1.00052
34720,1.00056
34730,1.00058
34740,1.00058
34750,1.00058
34760,1.00054
34770,1.00058
34780,1.00058
34790,1.00057
34800,1.00057
34810,1.00057
34820,1.00058
34830,1.00061
34840,1.0006
34850,1.0006
34860,1.00059
34870,1.00056
34880,1.00055
34890,1.00055
34900,1.0006
34910,1.00056
34920,1.00056
34930,1.00053
34940,1.00054
34950,1.00052
34960,1.00051
34970,1.00051
34980,1.00049
34990,1.00052
35000,1.00051
35010,1.00051
35020,1.00053
35030,1.00055
35040,1.00054
35050,1.00049
35060,1.0005
35070,1.00052
35080,1.00052
35090,1.00055
35100,1.00054
